1,1,-50.00,50.00,-48.00,-90.00,-0.00,-90.00
1,1,-50.00,30.00,-48.00,-90.00,-0.00,-90.00
1,1,-50.00,10.00,-48.00,-90.00,-0.00,-90.00
1,1,-50.00,-10.00,-48.00,-90.00,-0.00,-90.00
1,1,-50.00,-30.00,-48.00,-90.00,-0.00,-90.00
1,1,-50.00,-50.00,-48.00,-90.00,-0.00,-90.00
1,2,-50.00,50.00,-38.00,-90.00,-0.00,-90.00
1,2,-50.00,30.00,-38.00,-90.00,-0.00,-90.00
1,2,-50.00,10.00,-38.00,-90.00,-0.00,-90.00
1,2,-50.00,-10.00,-38.00,-90.00,-0.00,-90.00
1,2,-50.00,-30.00,-38.00,-90.00,-0.00,-90.00
1,2,-50.00,-50.00,-38.00,-90.00,-0.00,-90.00
1,3,-50.00,50.00,-28.00,-90.00,-0.00,-90.00
1,3,-50.00,30.00,-28.00,-90.00,-0.00,-90.00
1,3,-50.00,10.00,-28.00,-90.00,-0.00,-90.00
1,3,-50.00,-10.00,-28.00,-90.00,-0.00,-90.00
1,3,-50.00,-30.00,-28.00,-90.00,-0.00,-90.00
1,3,-50.00,-50.00,-28.00,-90.00,-0.00,-90.00
1,4,-50.00,50.00,-18.00,-90.00,-0.00,-90.00
1,4,-50.00,30.00,-18.00,-90.00,-0.00,-90.00
1,4,-50.00,10.00,-18.00,-90.00,-0.00,-90.00
1,4,-50.00,-10.00,-18.00,-90.00,-0.00,-90.00
1,4,-50.00,-30.00,-18.00,-90.00,-0.00,-90.00
1,4,-50.00,-50.00,-18.00,-90.00,-0.00,-90.00
1,5,-50.00,50.00,-8.00,-90.00,-0.00,-90.00
1,5,-50.00,30.00,-8.00,-90.00,-0.00,-90.00
1,5,-50.00,10.00,-8.00,-90.00,-0.00,-90.00
1,5,-50.00,-10.00,-8.00,-90.00,-0.00,-90.00
1,5,-50.00,-30.00,-8.00,-90.00,-0.00,-90.00
1,5,-50.00,-50.00,-8.00,-90.00,-0.00,-90.00
1,6,-50.00,49.96,2.00,-90.00,-0.00,-90.00
1,6,-50.00,29.96,2.00,-90.00,-0.00,-90.00
1,6,-50.00,9.96,2.00,-90.00,-0.00,-90.00
1,6,-50.00,-10.04,2.00,-90.00,-0.00,-90.00
1,6,-50.00,-30.04,2.00,-90.00,-0.00,-90.00
1,6,-50.00,-50.00,2.00,-90.00,-0.00,-90.00
1,7,-50.00,48.54,12.00,-90.00,-0.00,-90.00
1,7,-50.00,28.54,12.00,-90.00,-0.00,-90.00
1,7,-50.00,8.54,12.00,-90.00,-0.00,-90.00
1,7,-50.00,-11.46,12.00,-90.00,-0.00,-90.00
1,7,-50.00,-31.46,12.00,-90.00,-0.00,-90.00
1,7,-50.00,-50.00,12.00,-90.00,-0.00,-90.00
1,8,-50.00,44.90,22.00,-90.00,-0.00,-90.00
1,8,-50.00,24.90,22.00,-90.00,-0.00,-90.00
